	RBP_flag	seqSVM_score	seqDNN_score	BLAST_SeqOnly_score	PPI_score	PIA_score	y_ture	ProteinBERT_score	SVM_SeqOnly_NoSS_score	DNN_SeqOnly_NoSS_score
P05013	0	0.0054574202273811	0.14811061	0.0	0.1282222539985756	0.0614563250080064	0.0	0.00053194165	0.0285584259085231	0.013774924
Q5BKU8	1	0.4340744625732435	0.14811061	0.371900826446281	0.1511047746036625	0.1830930694089171	1.0	0.01746121	0.7064143975322671	0.0054906416
Q8N6K0	0	0.2261053260395711	0.14811061	0.1111111111111111	0.1493149600923321	0.117716164317981	0.0	0.011493266	0.3121393810304478	0.14591551
Q86UA1	1	0.8276792521407429	0.14811061	0.5333333333333333	0.907682964364566	0.9869267022109663	1.0	0.7227526999999999	0.3861059224405949	0.0296322129999999
Q6IQ22	0	0.7339061764569373	0.14811061	0.0217391304347826	0.5337503371419046	0.4908795498558155	0.0	0.13699204	0.5799748673157233	0.92064863
D3DR86	0	0.9218041686886528	0.14811061	0.0	0.5	0.4267229801576398	0.0	0.9378185	0.8520005139325062	0.80962884
Q6ZW49	0	0.3694758583376675	0.27921113	0.0512820512820512	0.7491124218693075	0.769363390757516	0.0	0.48324096	0.1147870589910347	0.14591551
P02745	0	0.3858755985571117	0.14811061	0.0081699346405228	0.4359257498911549	0.2144069449190928	0.0	0.0016178489	0.6062528241240359	0.7119254
Q8TAB7	0	0.1981872048502997	0.14811061	0.0	0.0412658650700665	0.0370829829825757	0.0	0.055312365	0.4134218219125889	0.030546349
O95967	0	0.0207421264461978	0.14811061	0.02	0.1076657882301052	0.0594994333893901	0.0	0.0253834129999999	0.0211006739632286	0.0019459197
Q9UKX2	0	0.4499969071216126	0.21136826	0.0967741935483871	0.8507146928542622	0.7256363473530587	0.0	0.40638363	0.2958389273468658	0.8003103
Q9Y5J9	0	0.0725699612376209	0.14811061	0.0	0.6319601466568829	0.5823919868527302	0.0	0.007819444	0.1677710365121103	0.98656917
O95968	0	0.0930218298448587	0.14811061	0.1111111111111111	0.065675621310094	0.0406646272663612	0.0	0.093601495	0.3573345777544393	0.14591551
P17029	0	0.0266924063690488	0.14811061	0.0072242289524868	0.4370558085441501	0.5	0.0	0.019666404	0.1174963659139028	0.026117848
Q96I25	1	0.9905098382167776	0.18741173	0.5344827586206896	0.8886383008684041	0.9810961612669395	1.0	0.99858665	0.9225643645529792	0.4216622999999999
Q9Y5J6	0	0.0542403677776111	0.14811061	0.0	0.3034334227476101	0.2842701418961341	0.0	0.01088354	0.107160909321814	0.039062537
A4D0Q3	0	0.1346351771190977	0.14811061	0.0	0.1721913542476145	0.2426278120660775	0.0	0.38102263	0.1635913926268674	0.006567325
Q8N841	0	0.041857722016759	0.14811061	0.0	0.1561053613274004	0.044429976554345	0.0	0.097094476	0.3532756101355533	0.09406433
P50990	1	0.7327296107734341	0.14811061	0.2916666666666667	0.7779743965392566	0.7641421664133677	1.0	0.6646483	0.5962835505496339	0.116949186
Q9Y6A5	0	0.4464674970193033	0.14811061	0.0909090909090909	0.6008777182510776	0.7601973027229528	0.0	0.0548900659999999	0.745995067396992	0.0126298119999999
Q12931	1	0.2086348259385586	0.18784463	0.2	0.9071679568062292	0.8889199069027145	1.0	0.7073640999999999	0.3231492318249702	0.7897874
P11229	0	0.0564537028449812	0.14811061	0.0	0.4429767802865235	0.4272303979239321	0.0	0.0015371739999999	0.2522500386319852	0.0056503573
Q8N7C3	0	0.0807999589314573	0.79302543	0.034090909090909	0.1206678623843811	0.1528602952412873	0.0	0.08840251	0.3015979319538147	0.72345465
Q14296	1	0.2584093037812072	0.9286231	0.6	0.3214127417437024	0.2854108967150386	1.0	0.04257521	0.0687237072753359	0.006096545
P24394	0	0.0422728940852973	0.14811061	0.12	0.2739561777077227	0.1534833005495619	0.0	0.0034344494	0.0904799810588996	0.021746371
B3EWG5	0	0.4524876327439526	0.14811061	0.0	0.0862263686623025	0.0481465270771968	0.0	0.091021895	0.5268951521251795	0.88692975
Q5JTD0	0	0.0167119417609865	0.14811061	0.0	0.2487279150186293	0.5	0.0	0.01870048	0.0986924327240461	0.10077725
A8K7Q2	1	0.6517207236418571	0.94524586	0.15625	0.5452777062619055	0.477484583859136	1.0	0.72873163	0.8052535500656262	0.19421072
Q9H6L5	0	0.1853660682555605	0.14811061	0.0	0.2234332736161831	0.2336529720913913	0.0	0.06996617	0.1655791539214196	0.019126048
Q5HYC2	0	0.1980398950323714	0.8202524	0.1515151515151515	0.4529440677592844	0.4172590755145602	0.0	0.17724141	0.6249563682357584	0.8670591000000001
Q8NBZ0	0	0.1368032874442434	0.14811061	0.0	0.2396108923171147	0.2458014574501177	0.0	0.058480263	0.155909341622208	0.07143773
Q16099	0	0.1619716729821309	0.14811061	0.0	0.1647606508398585	0.0533259157877545	0.0	0.00984484	0.2400157055201405	0.14591551
Q96T37	1	0.4703051066553224	0.15614872	0.9714285714285714	0.9046273719818142	0.9507704100576104	1.0	0.98869205	0.3854863024082899	0.61068434
P10599	1	0.4655786782438802	0.14811061	0.1777777777777777	0.8221322654418649	0.8378475641060046	1.0	0.3936437	0.441705162245666	0.71624863
Q9Y4E5	0	0.0492483138455983	0.14811061	0.0142348754448398	0.5918983144727251	0.7687556653665999	0.0	0.15867159	0.4497639312784298	0.34015366
Q9BSE5	0	0.3572368152924677	0.14811061	0.25	0.4696060113025518	0.4510283409255236	0.0	0.04280895	0.4034448840913295	0.14591551
Q9UN70	0	0.2417635261735502	0.14811061	0.0117994100294985	0.3170177337313884	0.3175714342515944	0.0	0.005858481	0.2096173995041745	0.17457083
Q9H8G1	0	0.0109174867198232	0.14811061	0.0080133555926544	0.6478932410805013	0.4880873683130231	0.0	0.002701372	0.0629956182405614	0.013128875
Q92752	0	0.0643169770779758	0.14811061	0.0264200792602377	0.2610753200236895	0.2285564775029008	0.0	0.0035621226	0.4313590028421741	0.00872359
Q86U10	0	0.1795534401415336	0.14811061	0.047808764940239	0.3905983054267709	0.4290464181369796	0.0	0.042246193	0.2469681601285229	0.14591551
Q9H2P1	0	0.1244707993408728	0.14811061	0.125	0.547879561604115	0.7686258046787448	0.0	0.03322053	0.1525013435540537	0.08964841
H0YAA0	1	0.610907833485112	0.67509687	0.3333333333333333	0.660078329142319	0.720116352818854	1.0	0.5390623999999999	0.6843853302773306	0.30677444
Q7Z6J8	0	0.0218299291259339	0.14811061	0.0	0.2139293116125156	0.1337471828074169	0.0	0.008843273	0.0478527294423884	0.14591551
C9JRY4	0	0.0141149923744805	0.14811061	0.0	0.2050007477541279	0.2325967465960212	0.0	0.023733526	0.0597341972408135	0.019271147
Q9BTA9	0	0.1943078886799079	0.14811061	0.25	0.414629786177108	0.6828486142161387	0.0	0.06662494	0.1960659303124632	0.09389265
P51460	0	0.1060919320850501	0.14811061	0.0	0.3736068329050861	0.1767583578509986	0.0	0.0028684734999999	0.0782022342747945	0.061370693
P25788	0	0.6339508102433912	0.14811061	0.1538461538461538	0.6709795394752073	0.6983661803158779	0.0	0.65313685	0.6558813297390275	0.1532322
Q9ULY5	0	0.0158932940795605	0.14811061	0.0097087378640776	0.1187635484204072	0.0503935166726292	0.0	0.0044560134	0.0166655729136535	0.04266936
Q15468	0	0.0960795171171331	0.14811061	0.0	0.5980192239263135	0.7344740154034907	0.0	0.0246416629999999	0.4042738101612793	0.0064560506
Q8WV07	0	0.3582423995303993	0.14811061	0.2	0.8043034877882289	0.7401606460451455	0.0	0.04924777	0.4332563328412258	0.008943566
O19691	0	0.3523038558879813	0.14811061	0.0271739130434782	0.2285264968778968	0.3672211065506446	0.0	0.3942652	0.6784181566186666	0.077463135
P15813	0	0.0114234899080722	0.14811061	0.0197368421052631	0.3385243279085549	0.1634285954009944	0.0	0.014803946	0.0234198958224377	0.14591551
F5GX40	1	0.3026538222832764	0.14896388	0.1428571428571428	0.3438915758990775	0.5540371037464944	1.0	0.103847	0.5972238946467745	0.12368611
Q8WWA0	0	0.4422520536880313	0.14811061	0.05	0.4585465815640522	0.3945633066489213	0.0	0.055361032	0.4512272863390695	0.14591551
B4DXD0	0	0.413249223243935	0.14811061	0.2857142857142857	0.1367559944852278	0.1477301178439475	0.0	0.062396467	0.6654722052058959	0.05066987
Q8N9I8	0	0.0349382516846336	0.14811061	0.0	0.1240712583388099	0.1087068470755651	0.0	0.040544033	0.0709724242070831	0.033561144
Q86XM6	0	0.1401001375063366	0.14811061	0.0666666666666666	0.4683516611109288	0.5353470217146036	0.0	0.009186804	0.3967328732199119	0.3792059
Q6NZ67	0	0.3194301354954568	0.14811061	0.2222222222222222	0.7301689954174773	0.7051266644124543	0.0	0.10799909	0.5080038218309563	0.0262438929999999
Q9Y6Y9	0	0.163935668189855	0.14811061	0.1666666666666666	0.1955864314623311	0.189449908988233	0.0	0.013516635	0.1542890062441045	0.70014966
O95944	0	0.0044836887276761	0.14811061	0.0	0.239702639748412	0.0619495595070894	0.0	0.005675763	0.0135268263848187	0.03915238
P35354	0	0.185646310697248	0.14811061	0.0	0.4336436350604753	0.2890666716465337	0.0	0.002336979	0.3142197568498593	0.09053694
O76082	0	0.0113667229767961	0.14811061	0.0212765957446808	0.1252631513007197	0.0445669578524759	0.0	0.019465536	0.0417694838828519	0.02140214
Q6P1M0	0	0.5471312040378082	0.14811061	0.0	0.7610624411222252	0.7537839549375903	0.0	0.028154105	0.6240173004079979	0.03114683
Q8TDB6	1	0.5503624491897826	0.14811061	0.125	0.4361483492267194	0.3057278647983133	1.0	0.16200158	0.3878981711848084	0.12825362
Q5NE16	0	0.3210889618459828	0.14811061	0.0	0.1959435040476488	0.2896741458816478	0.0	0.05936098	0.1861953878469948	0.038997516
P10176	0	0.032614910555368	0.14811061	0.1111111111111111	0.6799377205605076	0.6842516197059886	0.0	0.004398793	0.058470473552821	0.14591551
O95399	0	0.0362742497073602	0.14811061	0.0	0.5587473600316528	0.7168650619779319	0.0	0.0006656050699999	0.0514811825899596	0.0022718764
Q8N961	0	0.0707967426253697	0.14811061	0.0486111111111111	0.8610438849025438	0.6883790963022431	0.0	0.021858335	0.1520794689471415	0.017548885
Q6HA08	0	0.0082390181797816	0.14811061	0.0769230769230769	0.15541513705443	0.1702932675542796	0.0	0.0578620429999999	0.0348866165642583	0.007049692
Q96L11	0	0.0046174840998108	0.14811061	0.0	0.4719291108504693	0.7013219833204954	0.0	0.011806697	0.0426670250834438	0.14591551
Q2TAK8	0	0.7537681634884144	0.14811061	0.0666666666666666	0.2676445950256626	0.2418388153452797	0.0	0.109965175	0.8066101354185263	0.5742918
B1ALY0	0	0.483334527744515	0.14811061	0.0	0.2843869983589102	0.4653424786823094	0.0	0.32737637	0.6072674378333364	0.72656506
O14521	0	0.0156578743097745	0.14811061	0.6666666666666666	0.1870607220907113	0.1018045021726671	0.0	0.0056512654	0.0182152492125852	0.0232951679999999
Q96TA2	0	0.215003210403396	0.14811061	0.109375	0.8296788417682522	0.9264319902414384	0.0	0.3393612	0.5692417593007297	0.29313394
Q9Y2P0	0	0.0508313873544117	0.14811061	0.0087774294670846	0.1602103570120477	0.0554869458416517	0.0	0.008763522	0.0668659183437883	0.14591551
Q9UMX1	0	0.0941267210138693	0.14811061	0.0	0.1252731652690038	0.1820191746598543	0.0	0.12941957	0.0856369256253834	0.12967503
Q13796	0	0.6102490904441367	0.14811061	0.0235294117647058	0.4382753143058479	0.3014644361354082	0.0	0.0465530459999999	0.5757873084899792	0.2492997
Q8N4G4	0	0.020124337365946	0.14811061	0.0	0.1225740792521977	0.1128128947615513	0.0	0.0010748804	0.0104308290066096	0.01899708
O14522	0	0.1425524248755831	0.88937396	0.0347490347490347	0.3719396330819534	0.1815694782611599	0.0	0.15076059	0.6361509224917969	0.87024415
Q2M329	0	0.7812511497468019	0.14811061	0.1818181818181818	0.1259242783015179	0.0457930870510307	0.0	0.3788137	0.6910804607052039	0.01745824
Q6IQ55	0	0.2118483947834947	0.14811061	0.040506329113924	0.7849875482433921	0.8388716539509238	0.0	0.18807432	0.4680083778144361	0.013990261
Q9Y3L5	0	0.2187475155764426	0.14811061	0.0175438596491228	0.4271948906527033	0.1831883889217737	0.0	0.008459121	0.3367097691604341	0.08338554
Q63HQ0	0	0.1520202064356929	0.14811061	0.1	0.1570687298868678	0.0793352575338222	0.0	0.1632998	0.1091719059149243	0.09711138
Q149M6	0	0.0858987570864695	0.14811061	0.0	0.3389620664430398	0.5464404525402813	0.0	0.03788042	0.1857907568650328	0.1646888
Q149M9	0	0.3344294171844768	0.49787244	0.1767337807606264	0.1331017682668588	0.1715555339739342	0.0	0.076508105	0.6637957601157671	0.25445908
Q9BXN6	0	0.3311434290295159	0.14811061	0.1538461538461538	0.2280097754668205	0.0727211646565755	0.0	0.027761132	0.2298682290117893	0.0443538579999999
Q8N365	0	0.0616770523877237	0.14811061	0.0	0.1097316609417409	0.0559464504710359	0.0	0.05329421	0.1239598704379215	0.007901627
Q14653	0	0.0908421136505347	0.14811061	0.0	0.4204625369465895	0.3712765326401367	0.0	0.009428501	0.1692944024097019	0.14591551
P46059	0	0.088465224656978	0.16471861	0.125	0.0966782843187192	0.0610187834614601	0.0	0.105374545	0.1358041831150851	0.04311603
P26439	0	0.0957181939590486	0.14811061	0.0	0.7595817278457099	0.5565867588023984	0.0	0.049963742	0.2642695925601934	0.061726604
Q6Q0C1	0	0.1666393863171215	0.14811061	0.0423728813559322	0.1630702064675969	0.0560997627775187	0.0	0.018913388	0.2021324713086127	0.110957064
O43365	0	0.0973427227035405	0.14811061	0.0097560975609756	0.366032484910917	0.3885390424486484	0.0	0.008837432	0.3860424721733773	0.08995922
Q8TD57	0	0.2091774531873191	0.19525388	0.0512820512820512	0.3498754485874089	0.1575241414268164	0.0	0.16037405	0.6337447049963679	0.63931364
Q99497	1	0.7214082607906559	0.14811061	0.0	0.6593469557592949	0.6193656794579915	1.0	0.29444367	0.885752025726116	0.21743526
Q5VX71	0	0.0133342902529004	0.14811061	0.0127659574468085	0.0738285934672663	0.0896168717582179	0.0	0.0656296	0.057915336485285	0.002823147
P14406	0	0.786935213946119	0.14811061	0.0	0.2455317827073595	0.3851626743221104	0.0	0.0100577469999999	0.5942710452457476	0.0072260527
Q13322	0	0.2891292108224395	0.14811061	0.0549450549450549	0.2483218071740214	0.2281542077311828	0.0	0.17792279	0.2522337905451579	0.72774774
Q6AZZ1	0	0.182568732480978	0.14811061	0.0533333333333333	0.0928046810087712	0.089829292547107	0.0	0.11369011	0.3060006913603339	0.011521343
Q96RE7	0	0.5132267082587515	0.14811061	0.0153846153846153	0.7780524410075333	0.6625493089727532	0.0	0.30346245	0.5993172925081865	0.034141425
Q6UXS0	0	0.0046115394461513	0.14811061	0.0	0.2000355895500608	0.3112072130279329	0.0	0.0025855303	0.0104922284867664	0.0500074629999999
Q9UBC7	0	0.0619471533867176	0.14811061	0.0	0.1061982452490012	0.0386942931466952	0.0	0.006625414	0.1364677209858092	0.039405737
Q8IVN3	0	0.9092452198435438	0.14811061	0.0	0.1437780567232749	0.0551995126999067	0.0	0.23460427	0.8510425317749313	0.23244487
Q96AW1	0	0.0913123196069667	0.14811061	0.2105263157894736	0.3691236644212441	0.4732506846305758	0.0	0.02650559	0.0999984295136835	0.002988396
O15229	0	0.2344567919358626	0.14811061	0.0	0.1959949181242175	0.0663517766171595	0.0	0.032557786	0.3217975588922197	0.058175344
Q9P270	1	0.2313884481695043	0.14811061	0.0	0.6479464277933777	0.7370754604711152	1.0	0.1475687	0.1918043858553886	0.011573926
Q9UKT6	0	0.342922607809942	0.14811061	0.0	0.666229184998911	0.6008908317653845	0.0	0.089550614	0.080936036524856	0.14591551
Q9BRL5	0	0.3422739803834945	0.14811061	0.0418250950570342	0.6189666029028698	0.5542845661672042	0.0	0.1164251	0.4569917360969927	0.91059184
Q86TI4	0	0.7063502980800641	0.14811061	0.2176	0.2552368234772784	0.452347495777259	0.0	0.31347135	0.1410059553963102	0.069183215
Q9HA90	0	0.2717092932374649	0.14811061	0.1176470588235294	0.3988293113674375	0.6262003317475464	0.0	0.0594607	0.5238659490496713	0.24969341
P26951	0	0.0412941799238354	0.14811061	0.0	0.2174174481106388	0.1174704212840193	0.0	0.016494483	0.0971897942643203	0.03944302
Q8N118	0	0.1267167696073495	0.14811061	0.0	0.112023868607558	0.0662494401551644	0.0	0.018722832	0.2150072493064156	0.14591551
Q8N114	0	0.0077645194131419	0.14811061	0.2285714285714285	0.7937955185016113	0.7419736683377702	0.0	0.05268705	0.1136904418668215	0.14591551
Q99570	1	0.5971643464726747	0.15677878	0.1019108280254777	0.7908122140011254	0.7319361953649609	1.0	0.23500276	0.7870724911392222	0.05130706
Q9NVR7	0	0.056756293798981	0.14811061	0.1	0.3562114822497429	0.3376926505879568	0.0	0.20896602	0.0645550128750653	0.07814856
P40818	1	0.7254720349637062	0.14811061	0.0526315789473684	0.5916382302309616	0.614997294881403	1.0	0.2974881	0.7542469470294624	0.29009125
Q8IUW3	0	0.0295721862105068	0.14811061	0.1111111111111111	0.6301067752249508	0.5	0.0	0.021768749	0.0586982777378168	0.14591551
E9PFR3	0	0.7359320875412283	0.9936651	0.1	0.2060044893188549	0.299415772252298	0.0	0.12625384	0.5297546889352939	0.9704863
Q86WH2	0	0.1498374532664812	0.14811061	0.0	0.4861442391583526	0.4080344598378456	0.0	0.046805173	0.340691970080949	0.01154586
Q5T447	1	0.3521880924604483	0.6593671	0.0769230769230769	0.6036551128811847	0.4553431529387689	1.0	0.332489	0.6038261859019896	0.32150757
Q15334	1	0.4005853909557711	0.14811061	0.1111111111111111	0.6356563313503523	0.5070996129191541	1.0	0.10654357	0.2058903740904436	0.26782164
Q96L34	0	0.8206177547805609	0.20289505	0.0334645669291338	0.508369505398492	0.486633786217836	0.0	0.0246384139999999	0.508391174904586	0.03984454
E9PGT6	0	0.0713189657022965	0.14811061	0.25	0.1546634214465274	0.2258983791863737	0.0	0.019812793	0.1480394347632834	0.14591551
Q8TB03	0	0.056987815752581	0.14811061	0.0	0.0489258767038491	0.1114845840601096	0.0	0.034171402	0.0795591031139782	0.07107573
P84550	0	0.317147388772025	0.14811061	0.0526315789473684	0.3503989477433675	0.0839790200542001	0.0	0.6894241999999999	0.149019615814457	0.17687933
P30043	0	0.7003968566293012	0.16103914	0.1	0.9406127609318264	0.866889992586659	0.0	0.03274408	0.766595392341284	0.7498486
Q86UT8	0	0.6136894861654549	0.14811061	0.0	0.9578341618476164	0.92611267543198	0.0	0.45775148	0.5099692403190907	0.044304557
Q9HCK1	1	0.1956506803588367	0.14811061	0.2	0.8166444719367244	0.7601605567947456	1.0	0.07930583	0.3201823852620367	0.7932610999999999
Q9H7F4	0	0.0180632057620331	0.14811061	0.0909090909090909	0.111741635245341	0.0892822157985059	0.0	0.04288432	0.0363569544175127	0.0103348219999999
Q8WWZ4	0	0.1721536754963858	0.14811061	0.0202702702702702	0.438791521745148	0.4680939461640755	0.0	0.045675427	0.548305048467966	0.14591551
Q9NWT8	0	0.4700165149414096	0.14811061	0.0	0.9274762268563648	0.9873445244088804	0.0	0.21756196	0.5	0.124723956
Q08116	0	0.0990086119402686	0.14811061	0.0303030303030303	0.2507811976635189	0.1806582772436921	0.0	0.06919786	0.4385302240155838	0.14591551
Q7L273	0	0.1613370159754705	0.14811061	0.0238095238095238	0.1845165419383876	0.3763792584670563	0.0	0.00467813	0.2495559590403052	0.021627689
P00338	1	0.7958842777609458	0.14811061	0.0	0.8972474405600032	0.9057999984422516	1.0	0.7175931	0.6232386300629434	0.5372193000000001
Q9Y4H4	0	0.0070770527197985	0.14811061	0.0	0.1740054541740457	0.1673479959383934	0.0	0.0058686434999999	0.0075345614896578	0.06334133
O60262	0	0.1424550730584388	0.14811061	0.05	0.2277285575517533	0.0821214993755435	0.0	0.0494551959999999	0.3952826424284412	0.06519698
Q8WYP5	1	0.0852188249674881	0.16171555	0.0	0.8780521968315891	0.9043277378755156	1.0	0.159383	0.6742101530421991	0.2872582
Q08752	1	0.8335659629931962	0.8525867	0.1447368421052631	0.6615666522447728	0.7688299923037184	1.0	0.8703485999999999	0.9341561530713722	0.98130393
Q6NSZ9	0	0.1134448928100091	0.14811061	0.0081326243353143	0.8514106998397669	0.8849832069108241	0.0	0.023856223	0.2682098200379897	0.14591551
A5PKX9	0	0.181810623061966	0.5313161999999999	0.020066889632107	0.1584743703496868	0.1316445296552343	0.0	0.04220152	0.8500523940751067	0.25669128
P01889	0	0.5054436533370628	0.14811061	0.03125	0.4738169636493751	0.3554371760018369	0.0	0.29291266	0.5368638729102394	0.2093541
Q8NHP8	0	0.0195677453369132	0.14811061	0.0	0.7423938645849709	0.6287563101298234	0.0	0.014191598	0.104936452015387	0.4821326
Q9UQC9	0	0.0569731144646479	0.14811061	0.0	0.1044689468796166	0.0554001084638787	0.0	0.036869198	0.1947679978243144	0.03047037
Q86V38	0	0.3716596795681086	0.3162559	0.2307692307692308	0.2679896504906664	0.2343396453093111	0.0	0.13207385	0.5263737138512181	0.6648013
Q7L2E3	1	0.365463241319465	0.4009985	0.75	0.9489162823205916	0.9894817090023216	1.0	0.61829025	0.4012593430847463	0.852719
Q5T081	0	0.8042655740343686	0.80040693	0.102803738317757	0.6632660740131815	0.6847912594364197	0.0	0.8317800999999999	0.6768735531532847	0.93378043
Q14995	0	0.0869358690706904	0.14811061	0.0631578947368421	0.2274860924798659	0.1111930300111127	0.0	0.029763669	0.3560203134495653	0.027741104
P12104	0	0.8434245384684071	0.14811061	0.0	0.1883831070711053	0.0644761881518824	0.0	0.60490584	0.8002452913039841	0.050214935
Q6ZTQ3	0	0.6965689935034112	0.14811061	0.0769230769230769	0.314171787176284	0.2493935124488451	0.0	0.019776195	0.3536158310389409	0.14591551
E7EW69	0	0.6197689167935312	0.14811061	0.0204081632653061	0.276078043086306	0.3204657505956863	0.0	0.2002016	0.6043202833423662	0.0137868489999999
P29371	0	0.0765671924542113	0.14811061	0.0	0.2020230987600816	0.0754523880205523	0.0	0.0018925369	0.1133545257922385	0.0062981304
Q9NQR4	0	0.3977498895737769	0.14811061	0.0	0.6731007509800176	0.5965840999710551	0.0	0.4837903	0.2146892683945892	0.01018802
Q9P227	0	0.5659991849329534	0.38414457	0.0128205128205128	0.9505237984717132	0.8257719551865425	0.0	0.031603187	0.616462428450303	0.2116997
Q96IR2	0	0.1020852598375324	0.14811061	0.0108167424361185	0.3904605922445929	0.064074140907395	0.0	0.0153213739999999	0.032737463499584	0.14591551
Q9H1K1	0	0.7205423266922754	0.14811061	0.0	0.1325506532775118	0.1982200513343761	0.0	0.017759442	0.7744826858761654	0.088601455
A0A024RC46	0	0.9658538108360654	0.9956506	0.9691119691119692	0.4630292132937874	0.693244545026537	0.0	0.9977999	0.8320604230231706	0.9989073
D6RGH6	0	0.0834963713106418	0.14811061	0.1111111111111111	0.1988927947760732	0.3105489040937381	0.0	0.020153344	0.1253134738872844	0.62576425
B5MC51	0	0.1741522516990734	0.14811061	0.0284629981024667	0.1051476420010416	0.112454924983387	0.0	0.11364779	0.5975347257157371	0.9377825
P43652	0	0.7353128997903945	0.14811061	0.0625	0.1761589509739695	0.2515349441218852	0.0	0.07268226	0.4364512718116581	0.04886302
P10828	0	0.2695123667019034	0.14811061	0.0579710144927536	0.4519515166984279	0.3716036882544056	0.0	0.09711373	0.2856305231074809	0.026051695
Q8N130	0	0.0389397567602602	0.14811061	0.1428571428571428	0.1139108499342002	0.0531741757287365	0.0	0.021860808	0.117452225121086	0.14591551
Q8N137	0	0.0473427703125839	0.14811061	0.1388888888888889	0.6927378400610908	0.7354484000060613	0.0	0.081457585	0.3175102194793478	0.09894153
Q8N9V3	0	0.4879260706917216	0.14811061	0.1788990825688073	0.4400564091932283	0.2612415881778177	0.0	0.26341623	0.1065796190449752	0.032706358
Q9P2Y5	0	0.1337173405309505	0.14811061	0.1481481481481481	0.4726587705266282	0.3913490079412333	0.0	0.061501533	0.3862084835213671	0.17646696
Q86X10	1	0.1758954085652676	0.14811061	0.0	0.6613409998360761	0.8034898805202585	1.0	0.034092307	0.2007200519632335	0.13515508
C9J050	0	0.7446628718372331	0.14811061	0.0	0.3318600406776018	0.5338923986704031	0.0	0.57225746	0.7800929903230551	0.20529796
Q9Y385	0	0.3495780298315084	0.14811061	0.1142857142857142	0.2725938913914788	0.2402346600308949	0.0	0.14744428	0.6061840196715517	0.2795099
B2R9Y1	0	0.7690085432326179	0.14811061	0.1363636363636363	0.234870984129767	0.3183399522832339	0.0	0.10133004	0.520866790029653	0.74540675
Q9Y5I0	0	0.0834831305165959	0.14811061	0.0174418604651162	0.1389697065735894	0.2379260356663711	0.0	0.043776006	0.3159914176997994	0.061162043
Q498B9	0	0.5908586889867851	0.8293788000000001	0.0	0.3389620664430398	0.5464404525402813	0.0	0.20821622	0.667959670808744	0.26549107
P61225	0	0.2162074366361546	0.14811061	0.0240963855421686	0.8596422647370359	0.8135991038508649	0.0	0.020431489	0.4940366837569582	0.0077776144999999
P15104	0	0.4933235452787687	0.16195549	0.0	0.5137208717987998	0.5458802976972704	0.0	0.22476	0.5498697306076957	0.43348145
P28067	0	0.0350625542171067	0.14811061	0.0	0.1319143545321234	0.1324904286453511	0.0	0.008733481	0.0760687671986887	0.092003375
Q9P2E5	0	0.0504319508991359	0.14811061	0.0454545454545454	0.455328361815229	0.2808217599630127	0.0	0.033591866	0.1247818978597658	0.0617048959999999
P49715	0	0.1862711775945676	0.14811061	0.0638297872340425	0.6149721076280547	0.4794410054075708	0.0	0.09913373	0.3537921247487686	0.07040577
B7ZAP0	0	0.1184899656531117	0.14811061	0.0	0.699945889773688	0.6319781209111047	0.0	0.09718448	0.4437072025471304	0.14591551
Q04828	0	0.2866592012324253	0.14811061	0.0555555555555555	0.6992881637001844	0.6225063661106118	0.0	0.015197307	0.663818254606384	0.06515914
P51991	1	0.92175322143644	0.9960836	0.9534883720930232	0.9445052879318776	0.9911370630641816	1.0	0.9840034	0.8580077372037758	0.8358614
P19876	0	0.1118132995399686	0.14811061	0.0	0.1390836543766714	0.0566529550478627	0.0	0.0146007839999999	0.1035442451483335	0.009048848
Q8IY97	0	0.8363810921960053	0.14811061	0.0416666666666666	0.207274995201292	0.3277836918981724	0.0	0.42632067	0.6274829613636851	0.0084816655
P04118	0	0.0169553026451356	0.14811061	0.0	0.1245763224160393	0.0622670527128002	0.0	0.0283730629999999	0.0278727015098917	0.002799787
Q8IYL3	0	0.4491316415886673	0.15516454	0.0	0.2910316505369064	0.2506187050883198	0.0	0.19316047	0.3590180876634046	0.92501444
A8K6I4	0	0.9565820959452456	0.32252073	0.5625	0.7309261438558221	0.7740208282027555	0.0	0.39365107	0.9550473213144736	0.9803423
Q8N6C5	0	0.2551173242289102	0.14811061	0.001477104874446	0.0715034130599456	0.0944162616653094	0.0	0.0255401429999999	0.2700360792693607	0.14591551
Q7L311	0	0.6396431092222182	0.6793093000000001	0.0204081632653061	0.1674497486486588	0.2468801542447226	0.0	0.56349534	0.8611697798806089	0.76484925
Q13162	1	0.4227599407998007	0.14811061	0.3333333333333333	0.8734710915380888	0.8833972841185139	1.0	0.6411667	0.2125865051439874	0.14591551
Q6XZF7	1	0.0748847108443538	0.14811061	0.0285204991087344	0.6404477701671479	0.5079521379851628	1.0	0.021804184	0.3194636242554199	0.4429967999999999
P78324	0	0.5	0.14811061	0.0088105726872246	0.4224757684870414	0.3578334990677261	0.0	0.1771295	0.7963316751689004	0.09792438
E9PMU7	1	0.8545417349359663	0.68524885	0.9624413145539906	0.660078329142319	0.720116352818854	1.0	0.9947189	0.8867333652162565	0.96443427
Q6S8J3	0	0.3826770656774565	0.14811061	0.0390625	0.5687836417604761	0.4473124677151591	0.0	0.054136395	0.3369595717850993	0.015160032
